horas_trabajo_totales,area,ciudad,etnia,condicion_actividad,empleo_adecuado,desempleado,personas_hogar,genero,edad,seguro,estado_civil,asiste_a_clases,nivel_educativo,como_busca_empleo,razon_dejo_trabajo,ocupacion_actual,tiempo_experiencia
, Urbana,Guayaquil,,0.0,,,Persona 4, Mujer,8.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 1, Hombre,31.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,32.0, Ninguno, Casado(a), No,6.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 3, Hombre,11.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 4, Mujer,6.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 5, Hombre,29.0, Ninguno, Soltero(a), No,, No realizó ninguna gestión,,,
46.0, Urbana,Guayaquil,,1.0,1.0,,Persona 6, Hombre,25.0, Ninguno, Soltero(a), No,,,,2,2.0
60.0, Urbana,Guayaquil,,4.0,,,Persona 1, Hombre,43.0, Ninguno, Separado(a), No,6.0,,,6,10.0
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 2, Hombre,23.0, Ninguno, Soltero(a), No,,,,2,2.0
, Urbana,Guayaquil,,9.0,,,Persona 3, Mujer,70.0, Ninguno, Viudo(a), No,4.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 4, Mujer,38.0, Ninguno, Soltero(a), No,9.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Hombre,51.0, Ninguno, Casado(a), No,4.0,,,4,10.0
48.0, Urbana,Guayaquil,,4.0,,,Persona 2, Mujer,44.0, Ninguno, Casado(a), No,6.0,,,6,2.0
, Urbana,Guayaquil,,9.0,,,Persona 3, Hombre,26.0, Ninguno, Unión libre, No,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 4, Mujer,25.0, Ninguno, Soltero(a), No,9.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 5, Mujer,20.0, Ninguno, Unión libre, No,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 6, Mujer,5.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 7, Hombre,1.0, Ninguno,,,,,,,
, Urbana,Guayaquil,,9.0,,,Persona 1, Mujer,63.0, Ninguno, Unión libre, No,4.0, No realizó ninguna gestión,,,
24.0, Urbana,Guayaquil,,4.0,,,Persona 2, Hombre,61.0, Ninguno, Unión libre, No,1.0,,,6,12.0
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Hombre,48.0, Ninguno, Unión libre, No,4.0,,,10,25.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,50.0, Ninguno, Unión libre, No,4.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,4.0,,,Persona 3, Hombre,23.0, Ninguno, Soltero(a), No,,,,2,2.0
, Urbana,Guayaquil,,7.0,,1.0,Persona 4, Hombre,18.0, Ninguno, Soltero(a), No,, Enviar hoja de vida,,,
, Urbana,Guayaquil,,9.0,,,Persona 5, Mujer,15.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 1, Mujer,44.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,4.0,,,Persona 2, Hombre,46.0, Ninguno, Casado(a), No,6.0,,,4,15.0
20.0, Urbana,Guayaquil,,2.0,,,Persona 3, Hombre,19.0, Ninguno, Soltero(a), No,,,,4,2.0
, Urbana,Guayaquil,,0.0,,,Persona 4, Hombre,9.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Hombre,48.0, Ninguno, Unión libre, No,4.0,,,2,10.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,43.0, Ninguno, Unión libre, No,4.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 3, Hombre,16.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,7.0,,1.0,Persona 4, Hombre,21.0, Ninguno, Unión libre, No,, Buscar por Internet, Renuncia voluntaria,2,
, Urbana,Guayaquil,,9.0,,,Persona 5, Mujer,28.0, Ninguno, Unión libre, No,, No realizó ninguna gestión,,,
48.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Mujer,52.0, Ninguno, Separado(a), No,4.0,,,2,0.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,18.0, Ninguno, Soltero(a), No,, No realizó ninguna gestión,,,
20.0, Urbana,Guayaquil,,4.0,,,Persona 1, Hombre,66.0, Ninguno, Separado(a), No,4.0,,,2,30.0
20.0, Urbana,Guayaquil,,2.0,,,Persona 1, Hombre,57.0, Ninguno, Casado(a), No,1.0,,,2,6.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,65.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 3, Hombre,33.0, Ninguno, Unión libre, No,4.0,,,2,0.0
15.0, Urbana,Guayaquil,,2.0,,,Persona 4, Mujer,23.0, Ninguno, Unión libre, No,,,,6,6.0
, Urbana,Guayaquil,,0.0,,,Persona 5, Hombre,14.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 6, Hombre,11.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 7, Hombre,3.0, Ninguno,,,,,,,
, Urbana,Guayaquil,,7.0,,1.0,Persona 8, Hombre,20.0, Ninguno, Soltero(a), No,, Enviar hoja de vida,,,
, Urbana,Guayaquil,,0.0,,,Persona 9, Hombre,5.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,2.0,,,Persona 1, Hombre,51.0, Ninguno, Unión libre, No,1.0,,,2,0.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,36.0, Ninguno, Unión libre, No,6.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 3, Mujer,11.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 4, Mujer,9.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
49.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Mujer,60.0, Ninguno, Viudo(a), No,6.0,,,6,8.0
, Urbana,Guayaquil,,9.0,,,Persona 1, Hombre,59.0, Ninguno, Casado(a), No,6.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,59.0, Ninguno, Casado(a), No,6.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 3, Mujer,35.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
56.0, Urbana,Guayaquil,,1.0,1.0,,Persona 4, Hombre,33.0, Ninguno, Soltero(a), No,9.0,,,2,2.0
48.0, Urbana,Guayaquil,,1.0,1.0,,Persona 5, Hombre,25.0, Ninguno, Soltero(a), Si,9.0,,,2,1.0
, Urbana,Guayaquil,,9.0,,,Persona 6, Mujer,22.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 1, Mujer,66.0, Ninguno, Divorciado(a), Si,, No realizó ninguna gestión,,,
30.0, Urbana,Guayaquil,,2.0,,,Persona 2, Hombre,43.0, Ninguno, Soltero(a), No,6.0,,,6,6.0
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Hombre,32.0, Ninguno, Unión libre, No,4.0,,,2,6.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,23.0, Ninguno, Unión libre, No,, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,4.0,,,Persona 1, Mujer,40.0, Ninguno, Separado(a), No,4.0,,,2,15.0
, Urbana,Guayaquil,,0.0,,,Persona 2, Hombre,14.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 3, Mujer,13.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Hombre,34.0, Ninguno, Unión libre, No,9.0,,,2,2.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,29.0, Ninguno, Unión libre, No,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 3, Mujer,3.0, Ninguno,,,,,,,
, Urbana,Guayaquil,,0.0,,,Persona 4, Mujer,13.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,4.0,,,Persona 1, Hombre,21.0, Ninguno, Soltero(a), No,,,,2,0.0
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 2, Mujer,42.0, Ninguno, Separado(a), No,6.0,,,10,2.0
, Urbana,Guayaquil,,9.0,,,Persona 3, Mujer,20.0, Ninguno, Soltero(a), No,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 4, Mujer,18.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 5, Mujer,10.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 1, Mujer,38.0, Ninguno, Casado(a), No,6.0, No realizó ninguna gestión,,,
30.0, Urbana,Guayaquil,,2.0,,,Persona 2, Hombre,46.0, Ninguno, Casado(a), No,4.0,,,6,14.0
, Urbana,Guayaquil,,0.0,,,Persona 3, Mujer,7.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 4, Hombre,5.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
20.0, Urbana,Guayaquil,,2.0,,,Persona 1, Mujer,60.0, Ninguno, Viudo(a), No,4.0,,,6,3.0
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Hombre,52.0, Ninguno, Unión libre, No,6.0,,,6,15.0
25.0, Urbana,Guayaquil,,4.0,,,Persona 2, Mujer,50.0, Ninguno, Unión libre, No,6.0,,,6,3.0
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 3, Hombre,31.0, Ninguno, Soltero(a), No,10.0,,,2,4.0
40.0, Urbana,Guayaquil,,4.0,,,Persona 1, Hombre,33.0, Ninguno, Casado(a), Si,9.0,,,4,10.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,40.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 3, Mujer,8.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 4, Hombre,4.0, Ninguno,,,,,,,
36.0, Urbana,Guayaquil,,4.0,,,Persona 1, Hombre,69.0, Ninguno, Separado(a), No,4.0,,,6,40.0
40.0, Urbana,Guayaquil,,4.0,,,Persona 2, Mujer,20.0, Ninguno, Soltero(a), No,,,,2,1.0
30.0, Urbana,Guayaquil,,2.0,,,Persona 3, Mujer,20.0, Ninguno, Soltero(a), No,,,,7,5.0
, Urbana,Guayaquil,,9.0,,,Persona 1, Mujer,75.0, Ninguno, Separado(a), No,9.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,4.0,,,Persona 2, Mujer,57.0, Ninguno, Soltero(a), No,6.0,,,6,2.0
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 3, Hombre,54.0, Ninguno, Soltero(a), No,6.0,,,6,1.0
40.0, Urbana,Guayaquil,,4.0,,,Persona 1, Hombre,43.0, Ninguno, Casado(a), No,4.0,,,2,3.0
50.0, Urbana,Guayaquil,,4.0,,,Persona 2, Mujer,43.0, Ninguno, Casado(a), No,4.0,,,6,5.0
, Urbana,Guayaquil,,9.0,,,Persona 3, Mujer,16.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 4, Hombre,15.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 5, Hombre,10.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Hombre,28.0, Ninguno, Unión libre, No,5.0,,,2,2.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,24.0, Ninguno, Unión libre, No,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 3, Mujer,2.0, Ninguno,,,,,,,
40.0, Urbana,Guayaquil,,4.0,,,Persona 4, Hombre,24.0, Ninguno, Soltero(a), No,,,,6,2.0
, Urbana,Guayaquil,,9.0,,,Persona 5, Hombre,19.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 6, Hombre,4.0, Ninguno,,,,,,,
35.0, Urbana,Guayaquil,,2.0,,,Persona 1, Hombre,57.0, Ninguno, Casado(a), No,4.0,,,4,5.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,53.0, Ninguno, Casado(a), No,6.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 3, Hombre,31.0, Ninguno, Soltero(a), No,9.0,,,2,1.0
, Urbana,Guayaquil,,9.0,,,Persona 4, Hombre,23.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 5, Hombre,21.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 6, Hombre,17.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 7, Mujer,90.0, Ninguno, Viudo(a), No,1.0, No realizó ninguna gestión,,,
20.0, Urbana,Guayaquil,,4.0,,,Persona 1, Mujer,41.0, Ninguno, Divorciado(a), No,6.0,,,6,0.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Hombre,17.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 3, Hombre,9.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 1, Mujer,66.0, Ninguno, Viudo(a), No,4.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 2, Hombre,41.0, Ninguno, Separado(a), No,6.0,,,2,5.0
, Urbana,Guayaquil,,9.0,,,Persona 1, Hombre,64.0, Ninguno, Casado(a), No,9.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 2, Hombre,24.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
54.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Hombre,51.0, Ninguno, Unión libre, No,4.0,,,2,20.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,40.0, Ninguno, Unión libre, No,6.0, No realizó ninguna gestión,,,
36.0, Urbana,Guayaquil,,2.0,,,Persona 1, Hombre,52.0, Ninguno, Unión libre, No,6.0,,,4,25.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,55.0, Ninguno, Unión libre, No,6.0, No realizó ninguna gestión,,,
18.0, Urbana,Guayaquil,,2.0,,,Persona 3, Mujer,27.0, Ninguno, Separado(a), No,,,,6,3.0
34.0, Urbana,Guayaquil,,2.0,,,Persona 4, Hombre,24.0, Ninguno, Soltero(a), No,,,,4,5.0
, Urbana,Guayaquil,,0.0,,,Persona 5, Mujer,4.0, Ninguno,,,,,,,
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Hombre,42.0, Ninguno, Unión libre, No,6.0,,,2,17.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,41.0, Ninguno, Unión libre, No,4.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 3, Hombre,19.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
30.0, Urbana,Guayaquil,,2.0,,,Persona 4, Hombre,22.0, Ninguno, Soltero(a), No,,,,6,1.0
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Hombre,41.0, Ninguno, Unión libre, No,6.0,,,5,15.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,39.0, Ninguno, Unión libre, No,6.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 3, Hombre,18.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 4, Hombre,13.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 5, Hombre,5.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
50.0, Urbana,Guayaquil,,4.0,,,Persona 1, Hombre,43.0, Ninguno, Unión libre, No,6.0,,,4,15.0
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 2, Mujer,34.0, Ninguno, Unión libre, No,6.0,,,10,5.0
, Urbana,Guayaquil,,9.0,,,Persona 3, Hombre,19.0, Ninguno, Soltero(a), No,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 4, Hombre,16.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 5, Mujer,14.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 6, Hombre,4.0, Ninguno,,,,,,,
30.0, Urbana,Guayaquil,,2.0,,,Persona 7, Mujer,31.0, Ninguno, Separado(a), No,6.0,,,6,5.0
, Urbana,Guayaquil,,0.0,,,Persona 8, Mujer,11.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 1, Hombre,63.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,49.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,4.0,,,Persona 3, Mujer,29.0, Ninguno, Soltero(a), No,,,,10,2.0
48.0, Urbana,Guayaquil,,1.0,1.0,,Persona 4, Mujer,28.0, Ninguno, Separado(a), No,,,,2,2.0
, Urbana,Guayaquil,,0.0,,,Persona 5, Hombre,10.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 6, Mujer,11.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 7, Mujer,10.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 1, Mujer,55.0, Ninguno, Casado(a), No,6.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 2, Hombre,39.0, Ninguno, Casado(a), No,6.0,,,5,10.0
40.0, Urbana,Guayaquil,,4.0,,,Persona 3, Hombre,24.0, Ninguno, Soltero(a), No,9.0,,,4,5.0
, Urbana,Guayaquil,,9.0,,,Persona 1, Mujer,61.0, Ninguno, Separado(a), No,4.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 2, Hombre,26.0, Ninguno, Soltero(a), No,,,,2,1.0
38.0, Urbana,Guayaquil,,2.0,,,Persona 1, Hombre,57.0, Ninguno, Casado(a), No,6.0,,,2,14.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,46.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
34.0, Urbana,Guayaquil,,4.0,,,Persona 3, Mujer,28.0, Ninguno, Casado(a), No,,,,10,2.0
, Urbana,Guayaquil,,9.0,,,Persona 4, Mujer,26.0, Ninguno, Separado(a), No,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 5, Mujer,16.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
50.0, Urbana,Guayaquil,,1.0,1.0,,Persona 6, Hombre,35.0, Ninguno, Casado(a), No,6.0,,,6,5.0
, Urbana,Guayaquil,,0.0,,,Persona 7, Hombre,3.0, Ninguno,,,,,,,
48.0, Urbana,Guayaquil,,4.0,,,Persona 1, Mujer,59.0, Ninguno, Divorciado(a), No,4.0,,,6,5.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,22.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Hombre,46.0, Ninguno, Casado(a), No,6.0,,,2,14.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,40.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
66.0, Urbana,Guayaquil,,1.0,1.0,,Persona 3, Hombre,22.0, Ninguno, Soltero(a), No,,,,2,1.0
, Urbana,Guayaquil,,0.0,,,Persona 4, Mujer,6.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 1, Mujer,36.0, Ninguno, Casado(a), No,6.0, No realizó ninguna gestión,,,
24.0, Urbana,Guayaquil,,2.0,,,Persona 2, Hombre,45.0, Ninguno, Casado(a), No,4.0,,,4,5.0
, Urbana,Guayaquil,,9.0,,,Persona 3, Mujer,19.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 4, Mujer,17.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Hombre,42.0, Ninguno, Separado(a), No,6.0,,,2,3.0
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Hombre,39.0, Ninguno, Unión libre, No,6.0,,,2,6.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,40.0, Ninguno, Unión libre, No,9.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 3, Mujer,13.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 4, Mujer,12.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 5, Hombre,8.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 6, Mujer,4.0, Ninguno,,,,,,,
32.0, Urbana,Guayaquil,,2.0,,,Persona 1, Hombre,40.0, Ninguno, Separado(a), No,8.0,,,6,4.0
, Urbana,Guayaquil,,0.0,,,Persona 2, Hombre,0.0, Ninguno,,,,,,,
48.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Hombre,49.0, Ninguno, Unión libre, No,6.0,,,6,20.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,47.0, Ninguno, Unión libre, No,6.0, No realizó ninguna gestión,,,
28.0, Urbana,Guayaquil,,2.0,,,Persona 3, Hombre,26.0, Ninguno, Soltero(a), No,,,,4,0.0
25.0, Urbana,Guayaquil,,4.0,,,Persona 1, Mujer,52.0, Ninguno, Separado(a), No,4.0,,,6,5.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,29.0, Ninguno, Separado(a), Si,9.0, No realizó ninguna gestión,,,
48.0, Urbana,Guayaquil,,1.0,1.0,,Persona 3, Hombre,22.0, Ninguno, Soltero(a), No,,,,2,3.0
, Urbana,Guayaquil,,0.0,,,Persona 4, Mujer,11.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 5, Mujer,11.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 6, Mujer,0.0, Ninguno,,,,,,,
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Hombre,39.0, Ninguno, Unión libre, No,4.0,,,2,1.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,41.0, Ninguno, Unión libre, No,6.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 3, Mujer,16.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 4, Mujer,13.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
24.0, Urbana,Guayaquil,,2.0,,,Persona 1, Hombre,71.0, Ninguno, Viudo(a), No,4.0,,,6,40.0
25.0, Urbana,Guayaquil,,2.0,,,Persona 1, Mujer,37.0, Ninguno, Separado(a), No,4.0,,,6,2.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,19.0, Ninguno, Unión libre, No,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 3, Hombre,16.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 4, Hombre,13.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 5, Mujer,5.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 6, Hombre,22.0, Ninguno, Unión libre, No,,,,2,0.0
, Urbana,Guayaquil,,0.0,,,Persona 7, Mujer,0.0, Ninguno,,,,,,,
48.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Hombre,38.0, Ninguno, Casado(a), No,4.0,,,2,12.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,38.0, Ninguno, Casado(a), No,6.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 3, Hombre,17.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 4, Hombre,14.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 5, Hombre,13.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 6, Mujer,5.0, Ninguno,, No,1.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 7, Hombre,0.0, Ninguno,,,,,,,
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Hombre,50.0, Ninguno, Casado(a), No,6.0,,,2,2.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,43.0, Ninguno, Casado(a), No,6.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 3, Hombre,22.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 4, Hombre,19.0, Ninguno, Soltero(a), No,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 5, Mujer,16.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 1, Mujer,86.0, Ninguno, Viudo(a), No,4.0, No realizó ninguna gestión,,,
