horas_trabajo_totales,area,ciudad,etnia,condicion_actividad,empleo_adecuado,desempleado,personas_hogar,genero,edad,seguro,estado_civil,asiste_a_clases,nivel_educativo,como_busca_empleo,razon_dejo_trabajo,ocupacion_actual,tiempo_experiencia
, Urbana,Guayaquil,,9.0,,,Persona 2, Hombre,17.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 1, Hombre,71.0, Ninguno, Unión libre, No,4.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,68.0, Ninguno, Unión libre, No,1.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 3, Hombre,46.0, Ninguno, Soltero(a), No,4.0,,,2,10.0
36.0, Urbana,Guayaquil,,4.0,,,Persona 1, Hombre,57.0, Ninguno, Casado(a), No,6.0,,,6,30.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,52.0, Ninguno, Casado(a), No,4.0, No realizó ninguna gestión,,,
60.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Hombre,31.0, Ninguno, Unión libre, No,6.0,,,2,0.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,30.0, Ninguno, Unión libre, No,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 3, Mujer,7.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 4, Hombre,4.0, Ninguno,,,,,,,
, Urbana,Guayaquil,,0.0,,,Persona 5, Mujer,12.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 6, Hombre,10.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Mujer,49.0, Ninguno, Separado(a), No,4.0,,,2,13.0
48.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Mujer,53.0, Ninguno, Unión libre, No,4.0,,,10,23.0
21.0, Urbana,Guayaquil,,4.0,,,Persona 2, Hombre,53.0, Ninguno, Unión libre, No,4.0,,,6,6.0
48.0, Urbana,Guayaquil,,4.0,,,Persona 3, Hombre,35.0, Ninguno, Soltero(a), No,4.0,,,2,0.0
, Urbana,Guayaquil,,9.0,,,Persona 4, Mujer,23.0, Ninguno, Soltero(a), No,, No realizó ninguna gestión,,,
48.0, Urbana,Guayaquil,,4.0,,,Persona 5, Hombre,20.0, Ninguno, Soltero(a), No,,,,2,0.0
30.0, Urbana,Guayaquil,,2.0,,,Persona 1, Mujer,37.0, Ninguno, Separado(a), No,6.0,,,6,12.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Hombre,18.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 3, Mujer,13.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
32.0, Urbana,Guayaquil,,2.0,,,Persona 1, Hombre,36.0, Ninguno, Unión libre, No,6.0,,,6,10.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,33.0, Ninguno, Unión libre, No,6.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 3, Mujer,13.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 4, Hombre,7.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 5, Mujer,0.0, Ninguno,,,,,,,
, Urbana,Guayaquil,,0.0,,,Persona 6, Mujer,0.0, Ninguno,,,,,,,
20.0, Urbana,Guayaquil,,2.0,,,Persona 1, Mujer,42.0, Ninguno, Separado(a), No,4.0,,,6,2.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,16.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
48.0, Urbana,Guayaquil,,4.0,,,Persona 1, Mujer,50.0, Ninguno, Separado(a), No,4.0,,,6,1.0
25.0, Urbana,Guayaquil,,2.0,,,Persona 2, Hombre,32.0, Ninguno, Unión libre, No,6.0,,,4,3.0
, Urbana,Guayaquil,,9.0,,,Persona 3, Mujer,28.0, Ninguno, Unión libre, No,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 4, Mujer,9.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 5, Mujer,9.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
30.0, Urbana,Guayaquil,,2.0,,,Persona 1, Mujer,47.0, Ninguno, Separado(a), No,6.0,,,6,10.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,16.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
48.0, Urbana,Guayaquil,,4.0,,,Persona 1, Hombre,45.0, Ninguno, Unión libre, No,4.0,,,2,2.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,37.0, Ninguno, Unión libre, No,4.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 3, Mujer,5.0, Ninguno,, No,1.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 4, Hombre,13.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 1, Mujer,41.0, Ninguno, Unión libre, No,4.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,4.0,,,Persona 2, Hombre,43.0, Ninguno, Unión libre, No,4.0,,,6,20.0
, Urbana,Guayaquil,,9.0,,,Persona 3, Hombre,20.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 4, Mujer,17.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 5, Hombre,15.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 1, Mujer,32.0, Ninguno, Casado(a), No,6.0, No realizó ninguna gestión,,,
30.0, Urbana,Guayaquil,,2.0,,,Persona 2, Hombre,33.0, Ninguno, Casado(a), No,4.0,,,6,10.0
, Urbana,Guayaquil,,0.0,,,Persona 3, Mujer,1.0, Ninguno,,,,,,,
50.0, Urbana,Guayaquil,,4.0,,,Persona 1, Hombre,41.0, Ninguno, Unión libre, No,4.0,,,6,20.0
30.0, Urbana,Guayaquil,,4.0,,,Persona 2, Mujer,37.0, Ninguno, Unión libre, No,6.0,,,6,0.0
, Urbana,Guayaquil,,0.0,,,Persona 3, Mujer,13.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 4, Mujer,6.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 5, Hombre,2.0, Ninguno,,,,,,,
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Mujer,48.0, Ninguno, Soltero(a), No,6.0,,,2,10.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,81.0, Ninguno, Viudo(a), No,4.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 3, Mujer,45.0, Ninguno, Soltero(a), No,6.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,4.0,,,Persona 1, Mujer,43.0, Ninguno, Separado(a), No,6.0,,,6,15.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Hombre,25.0, Ninguno, Soltero(a), No,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,7.0,,1.0,Persona 3, Hombre,18.0, Ninguno, Soltero(a), No,, Enviar hoja de vida,,,
, Urbana,Guayaquil,,0.0,,,Persona 4, Hombre,6.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
50.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Hombre,50.0, Ninguno, Casado(a), No,6.0,,,2,20.0
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 2, Mujer,49.0, Ninguno, Casado(a), No,9.0,,,1,15.0
, Urbana,Guayaquil,,9.0,,,Persona 3, Mujer,23.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 4, Mujer,17.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 5, Hombre,10.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
12.0, Urbana,Guayaquil,,4.0,,,Persona 1, Mujer,59.0, Ninguno, Divorciado(a), No,4.0,,,6,3.0
28.0, Urbana,Guayaquil,,2.0,,,Persona 2, Hombre,36.0, Ninguno, Soltero(a), No,6.0,,,4,1.0
, Urbana,Guayaquil,,9.0,,,Persona 3, Mujer,20.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 1, Mujer,47.0, Ninguno, Separado(a), No,6.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 2, Hombre,13.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 1, Mujer,45.0, Ninguno, Separado(a), No,4.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 2, Mujer,12.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Hombre,52.0, Ninguno, Casado(a), No,6.0,,,5,10.0
40.0, Urbana,Guayaquil,,4.0,,,Persona 2, Mujer,50.0, Ninguno, Casado(a), No,4.0,,,2,10.0
40.0, Urbana,Guayaquil,,4.0,,,Persona 3, Mujer,31.0, Ninguno, Separado(a), No,8.0,,,2,10.0
40.0, Urbana,Guayaquil,,4.0,,,Persona 4, Mujer,28.0, Ninguno, Soltero(a), Si,8.0,,,2,5.0
40.0, Urbana,Guayaquil,,4.0,,,Persona 5, Hombre,22.0, Ninguno, Soltero(a), Si,8.0,,,2,5.0
, Urbana,Guayaquil,,9.0,,,Persona 6, Mujer,19.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 7, Mujer,9.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Hombre,27.0, Ninguno, Unión libre, No,,,,6,0.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,29.0, Ninguno, Unión libre, No,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 3, Mujer,2.0, Ninguno,,,,,,,
, Urbana,Guayaquil,,9.0,,,Persona 1, Mujer,26.0, Ninguno, Casado(a), No,8.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 2, Hombre,41.0, Ninguno, Casado(a), No,6.0,,,2,11.0
, Urbana,Guayaquil,,0.0,,,Persona 3, Hombre,5.0, Ninguno,, No,1.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 1, Hombre,65.0, Ninguno, Unión libre, No,6.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,57.0, Ninguno, Unión libre, No,6.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,6.0,,,Persona 3, Hombre,26.0, Ninguno, Soltero(a), No,9.0,,,2,2.0
, Urbana,Guayaquil,,9.0,,,Persona 4, Hombre,24.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 5, Hombre,22.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 1, Mujer,58.0, Ninguno, Casado(a), No,6.0, No realizó ninguna gestión,,,
32.0, Urbana,Guayaquil,,4.0,,,Persona 2, Hombre,58.0, Ninguno, Casado(a), No,4.0,,,6,5.0
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 3, Hombre,34.0, Ninguno, Unión libre, No,6.0,,,2,5.0
, Urbana,Guayaquil,,9.0,,,Persona 4, Mujer,30.0, Ninguno, Unión libre, No,9.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 5, Hombre,13.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 6, Hombre,4.0, Ninguno,,,,,,,
60.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Hombre,21.0, Ninguno, Unión libre, No,5.0,,,2,3.0
40.0, Urbana,Guayaquil,,4.0,,,Persona 2, Mujer,19.0, Ninguno, Unión libre, No,,,,2,1.0
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Mujer,63.0, Ninguno, Divorciado(a), No,9.0,,,1,26.0
60.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Hombre,27.0, Ninguno, Unión libre, No,,,,2,4.0
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 2, Mujer,27.0, Ninguno, Unión libre, Si,9.0,,,2,2.0
, Urbana,Guayaquil,,9.0,,,Persona 3, Mujer,51.0, Ninguno, Separado(a), No,4.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 4, Mujer,20.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 1, Mujer,41.0, Ninguno, Casado(a), No,6.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 2, Hombre,40.0, Ninguno, Casado(a), No,6.0,,,2,20.0
, Urbana,Guayaquil,,0.0,,,Persona 3, Mujer,12.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 4, Hombre,5.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 5, Mujer,22.0, Ninguno, Soltero(a), No,, No realizó ninguna gestión,,,
14.0, Urbana,Guayaquil,,2.0,,,Persona 1, Mujer,42.0, Ninguno, Separado(a), No,6.0,,,6,7.0
, Urbana,Guayaquil,,0.0,,,Persona 2, Mujer,6.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 3, Mujer,2.0, Ninguno,,,,,,,
28.0, Urbana,Guayaquil,,2.0,,,Persona 1, Hombre,38.0, Ninguno, Unión libre, No,4.0,,,6,0.0
40.0, Urbana,Guayaquil,,4.0,,,Persona 2, Mujer,31.0, Ninguno, Unión libre, No,6.0,,,10,2.0
, Urbana,Guayaquil,,0.0,,,Persona 3, Hombre,14.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 4, Hombre,10.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
60.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Hombre,53.0, Ninguno, Unión libre, No,4.0,,,2,7.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,44.0, Ninguno, Unión libre, No,4.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 3, Mujer,26.0, Ninguno, Separado(a), Si,8.0,,,2,3.0
50.0, Urbana,Guayaquil,,1.0,1.0,,Persona 4, Mujer,24.0, Ninguno, Soltero(a), No,9.0,,,2,1.0
20.0, Urbana,Guayaquil,,2.0,,,Persona 5, Hombre,19.0, Ninguno, Soltero(a), No,,,,2,1.0
, Urbana,Guayaquil,,9.0,,,Persona 6, Mujer,16.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 7, Mujer,9.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 1, Mujer,56.0, Ninguno, Viudo(a), No,6.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 2, Mujer,26.0, Ninguno, Soltero(a), Si,9.0,,,2,1.0
50.0, Urbana,Guayaquil,,1.0,1.0,,Persona 3, Hombre,25.0, Ninguno, Soltero(a), Si,,,,2,4.0
, Urbana,Guayaquil,,7.0,,1.0,Persona 1, Hombre,37.0, Ninguno, Soltero(a), No,6.0, Hablar con amigos o parientes, Terminación contrato,4,
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,25.0, Ninguno, Soltero(a), No,9.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 3, Hombre,16.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Hombre,29.0, Ninguno, Unión libre, No,,,,2,11.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,25.0, Ninguno, Unión libre, No,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 3, Hombre,2.0, Ninguno,,,,,,,
, Urbana,Guayaquil,,9.0,,,Persona 1, Hombre,65.0, Ninguno, Unión libre, No,4.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 2, Mujer,57.0, Ninguno, Unión libre, No,4.0,,,10,10.0
, Urbana,Guayaquil,,7.0,,1.0,Persona 3, Mujer,32.0, Ninguno, Separado(a), No,6.0, Acudir a sitios de contratación temporal,,,
, Urbana,Guayaquil,,9.0,,,Persona 4, Hombre,19.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 5, Hombre,17.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 6, Mujer,20.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 7, Hombre,11.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
18.0, Urbana,Guayaquil,,2.0,,,Persona 1, Hombre,65.0, Ninguno, Casado(a), No,6.0,,,6,20.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,61.0, Ninguno, Casado(a), No,6.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 3, Hombre,31.0, Ninguno, Soltero(a), No,4.0, No realizó ninguna gestión,,,
60.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Hombre,49.0, Ninguno, Casado(a), No,4.0,,,6,5.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,49.0, Ninguno, Casado(a), No,6.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 3, Hombre,7.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 4, Mujer,5.0, Ninguno,, No,1.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Hombre,40.0, Ninguno, Separado(a), No,4.0,,,2,24.0
35.0, Urbana,Guayaquil,,2.0,,,Persona 1, Hombre,48.0, Ninguno, Casado(a), No,4.0,,,6,20.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,44.0, Ninguno, Casado(a), No,6.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 3, Mujer,14.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 4, Mujer,12.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 1, Mujer,39.0, Ninguno, Unión libre, No,8.0, No realizó ninguna gestión,,,
48.0, Urbana,Guayaquil,,1.0,1.0,,Persona 2, Hombre,43.0, Ninguno, Unión libre, No,6.0,,,6,10.0
, Urbana,Guayaquil,,9.0,,,Persona 3, Hombre,20.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 4, Mujer,4.0, Ninguno,,,,,,,
, Urbana,Guayaquil,,9.0,,,Persona 1, Mujer,37.0, Ninguno, Unión libre, No,6.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 2, Hombre,38.0, Ninguno, Unión libre, No,6.0,,,2,2.0
40.0, Urbana,Guayaquil,,4.0,,,Persona 3, Mujer,40.0, Ninguno, Separado(a), No,6.0,,,6,0.0
, Urbana,Guayaquil,,9.0,,,Persona 4, Mujer,15.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 5, Mujer,13.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 6, Mujer,18.0, Ninguno, Soltero(a), No,, No realizó ninguna gestión,,,
20.0, Urbana,Guayaquil,,2.0,,,Persona 1, Mujer,49.0, Ninguno, Separado(a), No,4.0,,,10,0.0
, Urbana,Guayaquil,,0.0,,,Persona 2, Hombre,14.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 3, Hombre,8.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
30.0, Urbana,Guayaquil,,2.0,,,Persona 1, Mujer,43.0, Ninguno, Separado(a), No,4.0,,,6,1.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,18.0, Ninguno, Separado(a), No,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 3, Hombre,16.0, Ninguno, Soltero(a), Si,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 4, Mujer,12.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 5, Hombre,2.0, Ninguno,,,,,,,
, Urbana,Guayaquil,,9.0,,,Persona 6, Hombre,76.0, Ninguno, Separado(a), No,1.0, No realizó ninguna gestión,,,
36.0, Urbana,Guayaquil,,2.0,,,Persona 1, Hombre,47.0, Ninguno, Unión libre, No,6.0,,,5,10.0
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 2, Mujer,45.0, Ninguno, Unión libre, No,6.0,,,2,6.0
36.0, Urbana,Guayaquil,,2.0,,,Persona 3, Mujer,19.0, Ninguno, Soltero(a), No,,,,2,0.0
, Urbana,Guayaquil,,9.0,,,Persona 4, Hombre,15.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
38.0, Urbana,Guayaquil,,2.0,,,Persona 5, Hombre,25.0, Ninguno, Soltero(a), No,,,,2,2.0
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 6, Hombre,22.0, Ninguno, Soltero(a), No,,,,2,1.0
, Urbana,Guayaquil,,9.0,,,Persona 1, Hombre,72.0, Ninguno, Separado(a), No,1.0, No realizó ninguna gestión,,,
30.0, Urbana,Guayaquil,,2.0,,,Persona 2, Mujer,31.0, Ninguno, Separado(a), No,4.0,,,6,3.0
, Urbana,Guayaquil,,9.0,,,Persona 3, Hombre,29.0, Ninguno, Soltero(a), No,1.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 4, Hombre,10.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 5, Hombre,8.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 6, Hombre,5.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Hombre,31.0, Ninguno, Unión libre, No,4.0,,,2,1.0
32.0, Urbana,Guayaquil,,4.0,,,Persona 2, Mujer,29.0, Ninguno, Unión libre, No,,,,2,1.0
, Urbana,Guayaquil,,0.0,,,Persona 3, Mujer,7.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
48.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Hombre,42.0, Ninguno, Unión libre, No,6.0,,,6,5.0
30.0, Urbana,Guayaquil,,5.0,,,Persona 2, Mujer,40.0, Ninguno, Unión libre, No,6.0,,,7,12.0
, Urbana,Guayaquil,,9.0,,,Persona 3, Mujer,20.0, Ninguno, Soltero(a), Si,9.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 4, Hombre,4.0, Ninguno,,,,,,,
40.0, Urbana,Guayaquil,,4.0,,,Persona 1, Hombre,32.0, Ninguno, Casado(a), No,4.0,,,2,0.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,30.0, Ninguno, Casado(a), No,, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 3, Hombre,13.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 4, Mujer,12.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 5, Hombre,3.0, Ninguno,,,,,,,
25.0, Urbana,Guayaquil,,2.0,,,Persona 1, Mujer,28.0, Ninguno, Unión libre, No,,,,6,2.0
40.0, Urbana,Guayaquil,,4.0,,,Persona 2, Hombre,32.0, Ninguno, Unión libre, No,6.0,,,6,8.0
50.0, Urbana,Guayaquil,,4.0,,,Persona 1, Hombre,40.0, Ninguno, Unión libre, No,6.0,,,6,4.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,39.0, Ninguno, Unión libre, No,6.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 3, Mujer,4.0, Ninguno,,,,,,,
, Urbana,Guayaquil,,9.0,,,Persona 4, Mujer,69.0, Ninguno, Viudo(a), No,4.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 1, Hombre,38.0, Ninguno, Casado(a), No,6.0,,,2,7.0
, Urbana,Guayaquil,,9.0,,,Persona 2, Mujer,32.0, Ninguno, Casado(a), Si,9.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 3, Hombre,16.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 4, Hombre,13.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,9.0,,,Persona 1, Mujer,30.0, Ninguno, Separado(a), No,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 2, Hombre,14.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 3, Mujer,12.0, Ninguno, Soltero(a), Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 4, Mujer,9.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
, Urbana,Guayaquil,,0.0,,,Persona 5, Hombre,7.0, Ninguno,, Si,5.0, No realizó ninguna gestión,,,
30.0, Urbana,Guayaquil,,2.0,,,Persona 1, Mujer,60.0, Ninguno, Separado(a), No,6.0,,,2,2.0
25.0, Urbana,Guayaquil,,2.0,,,Persona 2, Mujer,33.0, Ninguno, Soltero(a), No,9.0,,,6,3.0
, Urbana,Guayaquil,,9.0,,,Persona 1, Mujer,49.0, Ninguno, Divorciado(a), No,6.0, No realizó ninguna gestión,,,
40.0, Urbana,Guayaquil,,1.0,1.0,,Persona 2, Hombre,24.0, Ninguno, Soltero(a), No,,,,2,2.0
